Author;Title;Co-Authors;Pagination;Published in
Stefan Hoffmann;Automata-Theoretical Regularity Characterizations for the Iterated Shuffle on Commutative Regular Languages.;nan;164-176;2022
Oscar H. Ibarra;On the Complexity of Decision Problems for Counter Machines with Applications to Coding Theory.;Ian McQuillan;177-188;2022
Ian McQuillan;On the Complexity of Decision Problems for Counter Machines with Applications to Coding Theory.;Oscar H. Ibarra;177-188;2022
Jozef Jirásek;Visit-Bounded Stack Automata.;Ian McQuillan;189-200;2022
Ian McQuillan;Visit-Bounded Stack Automata.;Jozef Jirásek;189-200;2022
Ondrej Klíma;Well Quasi-Orders Arising from Finite Ordered Semigroups.;Jonatan Kolegar;201-212;2022
Jonatan Kolegar;Well Quasi-Orders Arising from Finite Ordered Semigroups.;Ondrej Klíma;201-212;2022
Szymon Lopaciuk;The Billaud Conjecture for ${|{\varSigma } |} = 4$, and Beyond.;Daniel Reidenbach;213-225;2022
Daniel Reidenbach;The Billaud Conjecture for ${|{\varSigma } |} = 4$, and Beyond.;Szymon Lopaciuk;213-225;2022
Andreas Maletti;Weighted Tree Automata with Constraints.;Andreea-Teodora Nász;226-238;2022
Andreea-Teodora Nász;Weighted Tree Automata with Constraints.;Andreas Maletti;226-238;2022
Giovanni Pighizzini;Performing Regular Operations with 1-Limited Automata.;Luca Prigioniero, Simon Sádovský;239-250;2022
Luca Prigioniero;Performing Regular Operations with 1-Limited Automata.;Giovanni Pighizzini, Simon Sádovský;239-250;2022
Simon Sádovský;Performing Regular Operations with 1-Limited Automata.;Giovanni Pighizzini, Luca Prigioniero;239-250;2022
Michel Rigo;Binomial Complexities and Parikh-Collinear Morphisms.;Manon Stipulanti, Markus A. Whiteland;251-262;2022
Manon Stipulanti;Binomial Complexities and Parikh-Collinear Morphisms.;Michel Rigo, Markus A. Whiteland;251-262;2022
Markus A. Whiteland;Binomial Complexities and Parikh-Collinear Morphisms.;Michel Rigo, Manon Stipulanti;251-262;2022
Ekaterina N. Shemetova;Rational Index of Languages with Bounded Dimension of Parse Trees.;Alexander Okhotin, Semyon V. Grigorev;263-273;2022
Alexander Okhotin;Rational Index of Languages with Bounded Dimension of Parse Trees.;Ekaterina N. Shemetova, Semyon V. Grigorev;263-273;2022
Semyon V. Grigorev;Rational Index of Languages with Bounded Dimension of Parse Trees.;Ekaterina N. Shemetova, Alexander Okhotin;263-273;2022
Ryoma Sin'ya;Measuring Power of Locally Testable Languages.;nan;274-285;2022
Florian Stober;The Power Word Problem in Graph Products.;Armin Weiß;286-298;2022
Armin Weiß;The Power Word Problem in Graph Products.;Florian Stober;286-298;2022
Zoran Sunic;On One-Counter Positive Cones of Free Groups.;nan;299-311;2022
Tomoyuki Yamakami;Kolmogorov Complexity Descriptions of the Exquisite Behaviors of Advised Deterministic Pushdown Automata.;nan;312-324;2022
Tero Harju;Computational Processes in Living Cells: Gene Assembly in Ciliates.;Grzegorz Rozenberg;1-20;2002
Grzegorz Rozenberg;Computational Processes in Living Cells: Gene Assembly in Ciliates.;Tero Harju;1-20;2002
Masahiro Kitagawa;Experimental Quantum Computation with Molecules.;nan;21-27;2002
Sebastian Seibert;Efficient Transformations from Regular Expressions to Finite Automata.;nan;28-42;2002
Zoltán Ésik;Extended Temporal Logic on Finite Words and Wreath Product of Monoids with Distinguished Generators.;nan;43-58;2002
Volker Diekert;A Remark about Quadratic Trace Equations.;Manfred Kufleitner;59-66;2002
Manfred Kufleitner;A Remark about Quadratic Trace Equations.;Volker Diekert;59-66;2002
Jarkko Kari;Infinite Snake Tiling Problems.;nan;67-77;2002
Paola Bonizzoni;Decision Problems for Linear and Circular Splicing Systems.;Clelia de Felice, Giancarlo Mauri, Rosalba Zizza;78-92;2002
Clelia de Felice;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Giancarlo Mauri, Rosalba Zizza;78-92;2002
Giancarlo Mauri;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Clelia de Felice, Rosalba Zizza;78-92;2002
Rosalba Zizza;Decision Problems for Linear and Circular Splicing Systems.;Paola Bonizzoni, Clelia de Felice, Giancarlo Mauri;78-92;2002
Karl Svozil;Finite Automata Models of Quantized Systems: Conceptual Status and Outlook.;nan;93-102;2002
Véronique Bruyère;Automata on Linear Orderings.;Olivier Carton;103-115;2002
Olivier Carton;Automata on Linear Orderings.;Véronique Bruyère;103-115;2002
Mark Daley;Some Properties of Ciliate Bio-operations.;Lila Kari;116-127;2002
Lila Kari;Some Properties of Ciliate Bio-operations.;Mark Daley;116-127;2002
Jürgen Dassow;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Taishin Y. Nishida, Bernd Reichel;128-139;2002
Taishin Y. Nishida;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Jürgen Dassow, Bernd Reichel;128-139;2002
Bernd Reichel;On the Descriptional Complexity of Some Variants of Lindenmayer Systems.;Jürgen Dassow, Taishin Y. Nishida;128-139;2002
Hendrik Jan Hoogeboom;Carriers and Counters: P Systems with Carriers vs. (Blind) Counter Automata.;nan;140-151;2002
Henry N. Adorna;On the Separation between k-Party and (k-1)-Party Nondeterministic Message Complexities.;nan;152-161;2002
Markus Holzer;Unary Language Operations and Their Nondeterministic State Complexity.;Martin Kutrib;162-172;2002
Martin Kutrib;Unary Language Operations and Their Nondeterministic State Complexity.;Markus Holzer;162-172;2002
Julien Cassaigne;Constructing Infinite Words of Intermediate Complexity.;nan;173-184;2002
Yuji Sasaki;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Katsushi Inoue, Akira Ito, Yue Wang;185-196;2002
Katsushi Inoue;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Akira Ito, Yue Wang;185-196;2002
Akira Ito;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Katsushi Inoue, Yue Wang;185-196;2002
Yue Wang;A Space Lower Bound of Two-Dimensional Probabilistic Turing Machines.;Yuji Sasaki, Katsushi Inoue, Akira Ito;185-196;2002
Jirí Srba;Undecidability of Weak Bisimilarity for PA-Processes.;nan;197-208;2002
Michael Domaratzki;Improved Bounds on the Number of Automata Accepting Finite Languages.;nan;209-219;2002
Sándor Horváth;Roots and Powers of Regular Languages.;Peter Leupold, Gerhard Lischke;220-230;2002
Peter Leupold;Roots and Powers of Regular Languages.;Sándor Horváth, Gerhard Lischke;220-230;2002
Gerhard Lischke;Roots and Powers of Regular Languages.;Sándor Horváth, Peter Leupold;220-230;2002
Jürgen Giesl;Innermost Termination of Context-Sensitive Rewriting.;Aart Middeldorp;231-244;2002
Aart Middeldorp;Innermost Termination of Context-Sensitive Rewriting.;Jürgen Giesl;231-244;2002
Stepan Holub;A Unique Structure of Two-Generated Binary Equality Sets.;nan;245-257;2002
Markus Holzer;On Deterministic Finite Automata and Syntactic Monoid Size.;Barbara König;258-269;2002
Barbara König;On Deterministic Finite Automata and Syntactic Monoid Size.;Markus Holzer;258-269;2002
Dimitry S. Ananichev;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Alessandra Cherubini, Mikhail V. Volkov;270-282;2002
Alessandra Cherubini;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Dimitry S. Ananichev, Mikhail V. Volkov;270-282;2002
Mikhail V. Volkov;An Inverse Automata Algorithm for Recognizing 2-Collapsing Words.;Dimitry S. Ananichev, Alessandra Cherubini;270-282;2002
Kostyantyn Archangelsky;None;nan;283-289;2002
Balázs Imreh;Some Remarks on Asynchronous Automata.;nan;290-296;2002
Jan-Henrik Altenbernd;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Wolfgang Thomas, Stefan Wöhrle;297-306;2002
Wolfgang Thomas;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Jan-Henrik Altenbernd, Stefan Wöhrle;297-306;2002
Stefan Wöhrle;Tiling Systems over Infinite Pictures and Their Acceptance Conditions.;Jan-Henrik Altenbernd, Wolfgang Thomas;297-306;2002
Frédérique Bassino;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Julien Clément, Cyril Nicaud;307-318;2002
Julien Clément;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Frédérique Bassino, Cyril Nicaud;307-318;2002
Cyril Nicaud;The Average Lengths of the Factors of the Standard Factorization of Lyndon Words.;Frédérique Bassino, Julien Clément;307-318;2002
James D. Currie;Circular Words Avoiding Patterns.;D. Sean Fitzpatrick;319-325;2002
D. Sean Fitzpatrick;Circular Words Avoiding Patterns.;James D. Currie;319-325;2002
Oscar H. Ibarra;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Zhe Dang, Zhi-Wei Sun;326-338;2002
Zhe Dang;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Oscar H. Ibarra, Zhi-Wei Sun;326-338;2002
Zhi-Wei Sun;Safety Verification for Two-Way Finite Automata with Monotonic Counters.;Oscar H. Ibarra, Zhe Dang;326-338;2002
Hiroshi Umeo;An Infinite Prime Sequence Can Be Generated in Real-Time by a 1-Bit Inter-cell Communication Cellular Automaton.;Naoki Kamikawa;339-348;2002
Naoki Kamikawa;An Infinite Prime Sequence Can Be Generated in Real-Time by a 1-Bit Inter-cell Communication Cellular Automaton.;Hiroshi Umeo;339-348;2002
László Kászonyi;On the Structure of Graphic DLI-Sets.;nan;349-356;2002
Nguyen Huong Lam;Finite Completion of Comma-Free Codes. Part I.;nan;357-368;2002
Do Long Van;On a Family of Codes with Bounded Deciphering Delay.;Igor Litovsky;369-380;2002
Igor Litovsky;On a Family of Codes with Bounded Deciphering Delay.;Do Long Van;369-380;2002
Tanguy Urvoy;Abstract Families of Graphs.;nan;381-392;2002
Alexander Okhotin;Automaton Representation of Linear Conjunctive Languages.;nan;393-404;2002
Christiane Frougny;On-Line Odometers for Two-Sided Symbolic Dynamical Systems.;nan;405-416;2002
Tatjana Petkovic;Characteristic Semigroups of Directable Automata.;Miroslav Ciric, Stojan Bogdanovic;417-427;2002
Miroslav Ciric;Characteristic Semigroups of Directable Automata.;Tatjana Petkovic, Stojan Bogdanovic;417-427;2002
Stojan Bogdanovic;Characteristic Semigroups of Directable Automata.;Tatjana Petkovic, Miroslav Ciric;417-427;2002
Dmitry Berdinsky;On Automatic Transitive Graphs.;Bakhadyr Khoussainov;1-12;2014
Bakhadyr Khoussainov;On Automatic Transitive Graphs.;Dmitry Berdinsky;1-12;2014
Janusz A. Brzozowski;Upper Bounds on Syntactic Complexity of Left and Two-Sided Ideals.;Marek Szykula;13-24;2014
Marek Szykula;Upper Bounds on Syntactic Complexity of Left and Two-Sided Ideals.;Janusz A. Brzozowski;13-24;2014
Sven De Felice;On the Average Complexity of Brzozowski's Algorithm for Deterministic Automata with a Small Number of Final States.;Cyril Nicaud;25-36;2014
Cyril Nicaud;On the Average Complexity of Brzozowski's Algorithm for Deterministic Automata with a Small Number of Final States.;Sven De Felice;25-36;2014
Yo-Sub Han;State Complexity of Deletion.;Sang-Ki Ko, Kai Salomaa;37-48;2014
Sang-Ki Ko;State Complexity of Deletion.;Yo-Sub Han, Kai Salomaa;37-48;2014
Kai Salomaa;State Complexity of Deletion.;Yo-Sub Han, Sang-Ki Ko;37-48;2014
Jorge Almeida;Semisimple Synchronizing Automata and the Wedderburn-Artin Theory.;Emanuele Rodaro;49-60;2014
Emanuele Rodaro;Semisimple Synchronizing Automata and the Wedderburn-Artin Theory.;Jorge Almeida;49-60;2014
Mikhail V. Berlinkov;On Two Algorithmic Problems about Synchronizing Automata - (Short Paper).;nan;61-67;2014
Vladimir V. Gusev;Synchronizing Automata with Random Inputs - (Short Paper).;nan;68-75;2014
Ryoma Sin'ya;Graph Spectral Properties of Deterministic Finite Automata - (Short Paper).;nan;76-83;2014
Alexander Okhotin;Input-Driven Pushdown Automata with Limited Nondeterminism - (Invited Paper).;Kai Salomaa;84-102;2014
Kai Salomaa;Input-Driven Pushdown Automata with Limited Nondeterminism - (Invited Paper).;Alexander Okhotin;84-102;2014
Joost Engelfriet;How to Remove the Look-Ahead of Top-Down Tree Transducers.;Sebastian Maneth, Helmut Seidl;103-115;2014
Sebastian Maneth;How to Remove the Look-Ahead of Top-Down Tree Transducers.;Joost Engelfriet, Helmut Seidl;103-115;2014
Helmut Seidl;How to Remove the Look-Ahead of Top-Down Tree Transducers.;Joost Engelfriet, Sebastian Maneth;103-115;2014
Salvatore La Torre;Scope-Bounded Pushdown Languages.;Margherita Napoli, Gennaro Parlato;116-128;2014
Margherita Napoli;Scope-Bounded Pushdown Languages.;Salvatore La Torre, Gennaro Parlato;116-128;2014
Gennaro Parlato;Scope-Bounded Pushdown Languages.;Salvatore La Torre, Margherita Napoli;116-128;2014
Pierre-Alain Reynier;Visibly Pushdown Transducers with Well-Nested Outputs.;Jean-Marc Talbot;129-141;2014
Jean-Marc Talbot;Visibly Pushdown Transducers with Well-Nested Outputs.;Pierre-Alain Reynier;129-141;2014
Markus L. Schmid;Characterising REGEX Languages by Regular Languages Equipped with Factor-Referencing.;nan;142-153;2014
Alexey Sorokin;Pumping Lemma and Ogden Lemma for Displacement Context-Free Grammars.;nan;154-165;2014
Bruno Durand;Aperiodic Tilings and Entropy.;Guilhem Gamard, Anaël Grandjean;166-177;2014
Guilhem Gamard;Aperiodic Tilings and Entropy.;Bruno Durand, Anaël Grandjean;166-177;2014
Anaël Grandjean;Aperiodic Tilings and Entropy.;Bruno Durand, Guilhem Gamard;166-177;2014
Thorsten Ehlers;k-Abelian Pattern Matching.;Florin Manea, Robert Mercas, Dirk Nowotka;178-190;2014
Florin Manea;k-Abelian Pattern Matching.;Thorsten Ehlers, Robert Mercas, Dirk Nowotka;178-190;2014
Robert Mercas;k-Abelian Pattern Matching.;Thorsten Ehlers, Florin Manea, Dirk Nowotka;178-190;2014
Dirk Nowotka;k-Abelian Pattern Matching.;Thorsten Ehlers, Florin Manea, Robert Mercas;178-190;2014
Juhani Karhumäki;On k-Abelian Palindromic Rich and Poor Words.;Svetlana Puzynina;191-202;2014
Svetlana Puzynina;On k-Abelian Palindromic Rich and Poor Words.;Juhani Karhumäki;191-202;2014
Juhani Karhumäki;Variations of the Morse-Hedlund Theorem for k-Abelian Equivalence.;Aleksi Saarela, Luca Q. Zamboni;203-214;2014
Aleksi Saarela;Variations of the Morse-Hedlund Theorem for k-Abelian Equivalence.;Juhani Karhumäki, Luca Q. Zamboni;203-214;2014
Luca Q. Zamboni;Variations of the Morse-Hedlund Theorem for k-Abelian Equivalence.;Juhani Karhumäki, Aleksi Saarela;203-214;2014
Tomasz Kociumaka;Maximum Number of Distinct and Nonequivalent Nonstandard Squares in a Word.;Jakub Radoszewski, Wojciech Rytter, Tomasz Walen;215-226;2014
Jakub Radoszewski;Maximum Number of Distinct and Nonequivalent Nonstandard Squares in a Word.;Tomasz Kociumaka, Wojciech Rytter, Tomasz Walen;215-226;2014
Wojciech Rytter;Maximum Number of Distinct and Nonequivalent Nonstandard Squares in a Word.;Tomasz Kociumaka, Jakub Radoszewski, Tomasz Walen;215-226;2014
Tomasz Walen;Maximum Number of Distinct and Nonequivalent Nonstandard Squares in a Word.;Tomasz Kociumaka, Jakub Radoszewski, Wojciech Rytter;215-226;2014
Bastien Le Gloannec;Knight Tiles: Particles and Collisions in the Realm of 4-Way Deterministic Tilings.;Nicolas Ollinger;227-238;2014
Nicolas Ollinger;Knight Tiles: Particles and Collisions in the Realm of 4-Way Deterministic Tilings.;Bastien Le Gloannec;227-238;2014
David Sprunger;Eigenvalues and Transduction of Morphic Sequences.;William Tune, Jörg Endrullis, Lawrence S. Moss;239-251;2014
William Tune;Eigenvalues and Transduction of Morphic Sequences.;David Sprunger, Jörg Endrullis, Lawrence S. Moss;239-251;2014
Jörg Endrullis;Eigenvalues and Transduction of Morphic Sequences.;David Sprunger, William Tune, Lawrence S. Moss;239-251;2014
Lawrence S. Moss;Eigenvalues and Transduction of Morphic Sequences.;David Sprunger, William Tune, Jörg Endrullis;239-251;2014
Victor Marsault;Breadth-First Serialisation of Trees and Rational Languages - (Short Paper).;Jacques Sakarovitch;252-259;2014
Jacques Sakarovitch;Breadth-First Serialisation of Trees and Rational Languages - (Short Paper).;Victor Marsault;252-259;2014
Martin Kutrib;Measuring Communication in Automata Systems - (Invited Paper).;Andreas Malcher;260-274;2014
Andreas Malcher;Measuring Communication in Automata Systems - (Invited Paper).;Martin Kutrib;260-274;2014
Pascal Weil;From Algebra to Logic: There and Back Again The Story of a Hierarchy - (Invited Paper).;nan;275-278;2014
Joel D. Day;Closure Properties of Pattern Languages.;Daniel Reidenbach, Markus L. Schmid;279-290;2014
Daniel Reidenbach;Closure Properties of Pattern Languages.;Joel D. Day, Markus L. Schmid;279-290;2014
Markus L. Schmid;Closure Properties of Pattern Languages.;Joel D. Day, Daniel Reidenbach;279-290;2014
Markus Holzer;Minimal and Hyper-Minimal Biautomata - (Extended Abstract).;Sebastian Jakobi;291-302;2014
Sebastian Jakobi;Minimal and Hyper-Minimal Biautomata - (Extended Abstract).;Markus Holzer;291-302;2014
Martin Kutrib;Deterministic Set Automata.;Andreas Malcher, Matthias Wendlandt;303-314;2014
Andreas Malcher;Deterministic Set Automata.;Martin Kutrib, Matthias Wendlandt;303-314;2014
Matthias Wendlandt;Deterministic Set Automata.;Martin Kutrib, Andreas Malcher;303-314;2014
Klaus Reinhardt;The Minimum Amount of Useful Space: New Results and New Directions.;Abuzer Yakaryilmaz;315-326;2014
Abuzer Yakaryilmaz;The Minimum Amount of Useful Space: New Results and New Directions.;Klaus Reinhardt;315-326;2014
Abuzer Yakaryilmaz;Debates with Small Transparent Quantum Verifiers.;A. C. Cem Say, H. Gökalp Demirci;327-338;2014
A. C. Cem Say;Debates with Small Transparent Quantum Verifiers.;Abuzer Yakaryilmaz, H. Gökalp Demirci;327-338;2014
H. Gökalp Demirci;Debates with Small Transparent Quantum Verifiers.;Abuzer Yakaryilmaz, A. C. Cem Say;327-338;2014
Anne Dicky;Embedding Finite and Infinite Words into Overlapping Tiles - (Short Paper).;David Janin;339-347;2014
David Janin;Embedding Finite and Infinite Words into Overlapping Tiles - (Short Paper).;Anne Dicky;339-347;2014
Eija Jurvanen;Tree Languages Recognizable by Regular Frontier Check.;Andreas Potthoff, Wolfgang Thomas;3-17;1993
Andreas Potthoff;Tree Languages Recognizable by Regular Frontier Check.;Eija Jurvanen, Wolfgang Thomas;3-17;1993
Wolfgang Thomas;Tree Languages Recognizable by Regular Frontier Check.;Eija Jurvanen, Andreas Potthoff;3-17;1993
Danny Raz;Deciding Multiplicity Equivalence for Certain Context-free Languages.;nan;18-29;1993
Denis Derencourt;Compositions of Codings.;Alain Terlutte;30-43;1993
Alain Terlutte;Compositions of Codings.;Denis Derencourt;30-43;1993
